cas_number,ingredient_name,synonyms,category_4_limit_percent,reason,rule_year,source_pdf,smiles
140-67-0;1407-27-8;77525-18-9;8007-70-3;8015-73-4;68916-05-2;8006-78-8;84625-39-8;8006-84-6;8006-83-5;8008-46-6;91770-56-8;68952-43-2;8016-88-4,Estragole,"p-Allylanisole 1-Allyl-4-methoxybenzene Benzene, 1-methoxy-4-(2-propenyl)- Chavicyl methyl ether Isoanethole p-Methoxyallylbenzene 1-Methoxy-4-(2-propen-1-yl)benzene Methyl chavicol",0.42,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,COc1ccc(CC=C)cc1
2563-07-7,2-Ethoxy-4-methylphenol,"2-Ethoxy-p-cresol 2-Ethoxy-4-methylphenol 4-Methyl-2-ethoxyphenol Phenol, 2-ethoxy-4-methyl- Ultravanil (commercial name) Supravanil (commercial name)",0.099,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCOc1cc(C)ccc1O
140-88-5,Ethyl acrylate,"Ethyl propenoate 2-Propenoic acid, ethyl ester",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCOC(=O)C=C
4748-78-1,p-Ethylbenzaldehyde,"4-Ethylbenzaldehyde Benzaldehyde, 4-ethyl",0.47,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCc1ccc(C=O)cc1
110-80-5;111-15-9,Ethylene glycol monoethyl ether and its acetate,"110-80-5 (ether): Ethylene glycol ethyl ether 2-Ethoxyethanol Ethanol, 2-ethoxy- Cellosolve Oxitol 111-15-9 (acetate): Ethylene glycol ethyl ether acetate 2-Ethoxyethyl acetate Ethyl cellosolve acetate Ethanol, 2-ethoxy-, acetate 1-Acetoxy-2-ethoxyethane",,,2004.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCOCCO
109-86-4;110-49-6,Ethylene glycol monomethyl ether and its acetate,"109-86-4 (ether): Ethylene glycol methyl ether 2-Methoxyethanol Ethanol, 2-methoxy- Methyl cellosolve 110-49-6 (acetate): Ethylene glycol methyl ether acetate 2-Methoxyethanol acetate 2-Methoxyethyl acetate Methyl cellosolve acetate Ethanol, 2-methoxy-, acetate",,,2004.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,COCCO
97-53-0;8006-77-7;68991-20-8;92113-09-2;8007-00-9;8015-73-4;68916-05-2;8006-78-8;8015-79-0;68606-83-7;8021-43-0;8007-06-5;8007-80-5;8023-82-3;8015-91-6;8016-26-0;8000-29-1;8000-34-8;68916-09-6;90131-21-8;8023-94-7;8022-96-6;8024-43-9;8007-48-5;8007-02-1;8007-12-3;8008-45-5;8007-11-2;68917-05-5;90106-38-0;8007-01-0;8016-69-1;8016-88-4;8007-46-3;8024-03-1;8024-05-3;8024-37-1;8024-12-2;8006-81-3,Eugenol,"4-Allylcatechol-2-methyl ether 1-Allyl-4-hydroxy-3-methoxybenzene 4-Allyl-2-methoxyphenol Caryophyllic acid 2-Hydroxy-5-allylanisole 1-Hydroxy-2-methoxy-4-allylbenzene 4-Hydroxy-3-methoxy-1-allylbenzene 1-Hydroxy-2-methoxy-4-propenylbenzene 2-Methoxy-4-allylphenol 2-Methoxy-4-(2-propenyl)phenol Phenol, 2-methoxy-4-(2-propenyl)- Eugenic acid Allylguaiacol 4-Allylguaiacol",2.5,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,COc1cc(CC=C)ccc1O
19317-11-4;8015-62-1;8000-29-1;90106-38-0;8007-01-0;8007-08-7;8016-38-4;8006-81-3,Farnesal,"2,6,10-Dodecatrienal, 3,7,11-trimethyl- 3,7,11-Trimethyl dodecatrien-2,6,10-al-1 3,7,11-Trimethyl-2,6,10-dodecatrienal 3,7,11-Trimethyldodeca-2,6,10-trienal",0.6,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)=CCC\C(C)=C\CC\C(C)=C\C=O
4602-84-0;8015-62-1;8057-65-6;92113-09-2;68991-21-9;68188-03-4;8015-79-0;68606-83-7;97659-68-2;8015-91-6;683748-01-8;103798-23-6;8016-38-4;8014-19-5;8007-01-0;8006-87-9;8024-35-9;91845-48-6;8024-05-3;8022-07-9;8006-81-3;68952-44-3,Farnesol,"2,6,10-Dodecatrien-1-ol, 3,7,11-trimethyl- Farnesyl alcohol Trimethyl dodecatrienol 3,7,11-Trimethyl-2,6,10-dodecatrien-1-ol",1.2,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
68916-52-9;90028-74-3,Fig leaf absolute,Ficus carica absolute Fig leaf absolute (Ficus carica),,Phototoxicity; Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
98-01-1,Furfural,2-Formylfuran Fural Furaldehyde 2-Furaldehyde 2-Furancarbonal 2-Furancarboxaldehyde Furfuraldehyde α-Furfuraldehyde 2-Furylcarboxaldehyde Pyromucic aldehyde,0.001,Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,O=Cc1occc1
98-00-0,Furfuryl alcohol,2-Furancarbinol 2-Furanmethanol Furfuralcohol Furfuryl alcohol α-Furylcarbinol 2-Furylcarbinol 2-Furylmethanol 2-Hydroxymethylfuran,,,2015.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,OCc1occc1
623-15-4,Furfurylidene acetone,"3-Buten-2-one, 4-(2-furanyl)- Furfuralacetone 4-(2-Furyl)-3-buten-2-one",,,2008.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(=O)\C=C\c1occc1
106-24-1;68991-20-8;8014-71-9;8015-73-4;8007-75-8;68648-33-9;68606-83-7;8000-66-6;8015-88-1;8023-82-3;8000-29-1;91771-50-5;8016-63-5;8008-52-4;92201-64-4;8021-29-2;90131-21-8;8000-46-2;68916-44-9;8007-08-7;8023-92-5;68916-46-1;8023-95-8;8022-91-1;8007-04-3;8023-94-7;8024-43-9;8002-68-4;938464-05-2;8007-48-5;8022-15-9;8000-28-0;93685-88-2;84929-31-7;8008-56-8;68648-39-7;68916-89-2;8007-02-1;68916-83-6;8006-86-8;68855-99-2;68917-20-4;8016-33-9;8015-01-8;84082-58-6;8006-76-6;8008-46-6;8016-38-4;8030-28-2;68916-04-1;68606-94-0;8008-57-9;68917-05-5;8014-19-5;8014-17-3;8048-51-9;68915-85-5;68917-61-3;90106-38-0;8007-01-0;8015-77-8;8016-69-1;68607-01-2;8007-46-3;8024-05-3;8024-12-2;8008-93-3;8006-81-3;68952-44-3,Geraniol,"3,7-Dimethylocta-2,6-dien-1-ol 2,6-Octadien-1-ol, 3,7-dimethyl-, (e)- 2,6-Dimethyl-2,6-octadien-8-ol trans-3,7-Dimethyl-2,6-octadien-1-ol trans-3,7-Dimethyl-2,7-octadien-1-ol Geraniol 60 (commercial name) Geraniol Coeur (commercial name) Geraniol extra (commercial name) Geraniol SP (commercial name) Geraniol Supra (commercial name) Meranol (commercial name) Rhodinol pure (commercial name)",4.7,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)=CCC\C(C)=C\CO
5146-66-7;5585-39-7;31983-27-4,Geranyl nitrile,"(2E)-3,7-dimethylocta-2,6-dienenitrile 3,7-Dimethyl-2,6-octadienenitrile Geranonitrile (isomer unspecified) 2,6-Octadienenitrile, 3,7-dimethyl- Citranile (commercial name) Citralva (commercial name) Geranitrile (commercial name)",,,2008.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)=CCC\C(C)=C\C#N
8016-20-4;90045-43-5,Grapefruit oil expressed,Not applicable.,4.0,Phototoxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
18829-55-5,trans-2-Heptenal,"beta-Butylacrolein 3-Butylacrolein (E)-2-Hepten-1-al 2-Heptenal, (E)-",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCCC\C=C\C=O
39189-74-7,2-Heptylidene cyclopentan-1-one,"2-Heptylidenecyclopentanone 2-Heptylidenecyclopentan-1-one Cyclopentanone, 2-heptylidene-",0.43,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCCCCC\C=C1/CCCC1=O
111-28-4;17102-64-6,"2,4-Hexadien-1-ol","1-Hydroxy-2,4-hexadiene Hexa-2,4-dien-1-ol Sorbic alcohol Sorbyl alcohol Hexadienol (commercial name)",,,2015.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,C/C=C/C=C/CO
700-82-3,Hexahydrocoumarin,"2H-1-Benzopyran-2-one, 3,4,5,6,7,8-hexahydro- Coumarin, hexahydro- Coumarin, 3,4,5,6,7,8-hexahydro- 1-Cyclohexene-1-propanoic acid, 2-hydroxy-, d-lactone 3,4,5,6,7,8-Hexahydro-2H-1-benzopyran-2-one",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,O=C1CCC2=C(CCCC2)O1
67746-30-9,trans-2-Hexenal diethyl acetal,"1,1-Diethoxy-trans-2-hexene (E)-2-Hexenal diethyl acetal 2-Hexene, 1,1-diethoxy-, (2E)-",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCC/C=C/C(OCC)OCC
18318-83-7,trans-2-Hexenal dimethyl acetal,"1,1-Dimethoxy-trans-2-hexene 2-Hexene, 1,1-dimethoxy-, (2E)-",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCC/C=C/C(OC)OC
6728-26-3,trans-2-Hexenal,"2-Hexenal, (E)- Hexen-2-al Leaf aldehyde beta-Propyl acrolein",0.01,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCC/C=C/C=O
101-86-0;67924-13-4,α-Hexyl cinnamic aldehyde,"2-Benzylideneoctanal Hexyl cinnamal α-Hexyl cinnamaldehyde Hexyl cinnamic aldehyde α-n-Hexylcinnamic aldehyde Hexyl cinnamyl α-n-Hexyl-β-phenylacrolein Octanal, 2-(phenylmethylene)- Jasmonal H (commercial name)",9.9,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCCCCC\C(C=O)=C/c1ccccc1
6259-76-3,Hexyl salicylate,"Hexyl 2-hydroxybenzoate Benzoic acid, 2-hydroxy-, hexyl ester Hexyl o-hydroxybenzoate",6.5,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCCCCCOC(=O)c1ccccc1O
17373-89-6,α-Hexylidene cyclopentanone,"2-Hexylidene cyclopentanone Cyclopentanone, 2-hexylidene- 2-Hexylidene cyclopentanone Jasmalone (commercial name)",0.13,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
13393-93-6;26266-77-3;1333-89-7,"Hydroabietyl alcohol, Dihydroabietyl alcohol",Abitol (mixture of different hydroabietyl alcohols),,Skin Sensitization,2004.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)C1CC[C@H]2C(CC[C@H]3[C@](C)(CO)CCC[C@]23C)C1
622-62-8,Hydroquinone monoethyl ether,"1-Ethoxy-4-hydroxybenzene p-Ethoxyphenol Phenol, 4-ethoxy- 4-Ethoxyphenol",,,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCOc1ccc(O)cc1
150-76-5,Hydroquinone monomethyl ether,"4-Hydroxyanisole p-Hydroxyanisole 4-Methoxyphenol p-Methoxyphenol Phenol, p-methoxy-",,,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,COc1ccc(O)cc1
3658-77-3,"4-Hydroxy-2,5-dimethyl-3(2H)-furanone","3(2H)-Furanone, 4-hydroxy-2,5-dimethyl- 2,5-Dimethyl-4-hydroxy-2,3-dihydrofuran-3-one 4-Hydroxy-2,5-dimethylfuran-3(2H)-one Dimethylhydroxy furanone Strawberry furanone Furaneol (Commercial name) Neofuraneol (Commercial name) Pineapple compound (Commercial name)",0.25,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1OC(=C(O)C1=O)C
31906-04-4;51414-25-6;67634-12-2,3 and 4-(4-Hydroxy-4-methylpentyl)-3-cyclohexene-1-carboxaldehyde (HMPCC),"3-Cyclohexen-1-carboxaldehyde, 4-(4-hydroxy-4-methylpentyl)- 3-Cyclohexen-1-carboxaldehyde, 3-(4-hydroxy-4-methylpentyl)- Hydroxyisohexyl 3-cyclohexene carboxaldehyde 4-(4-Hydroxy-4-methylpenyl) cyclohex-3-enecarbaldehyde 3-(4-Hydroxy-4-methylpentyl) cyclohex-3-ene-1-carbaldehyde HICC Lyral (commercial name) Kovanol (commercial name) Mugonal (commercial name) Landolal (commercial name) Cyclohexal (commercial name)",0.2,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)(O)CCCC1=CCC(CC1)C=O
107-75-5;68527-79-7;89-43-0,Hydroxycitronellal,"Citronellalhydrate 3,7-Dimethyl-7-hydroxyoctanal Octanal, 7-hydroxy-3,7-dimethyl- Oxydihydrocitronellal Laurinal (commercial name) Laurine (commercial name)",2.1,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(CCCC(C)(C)O)CC=O
5471-51-2,4-(4-Hydroxyphenyl)butan-2-one,"p-Hydroxybenzylacetone 1-p-Hydroxyphenyl-3-butanone 2-Butanone, 4-(4-hydroxyphenyl)- 4-(p-Hydroxyphenyl)-2-butanone Raspberry ketone Corps N 112 (commercial name) Frambinon (commercial name) Oxanone (commercial name) Oxyphenylon (commercial name)",1.0,Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(=O)CCc1ccc(O)cc1
65505-24-0,Isobutyl N-methylanthranylate,"Benzoic acid, 2-(methylamino)-, 2-methylpropyl ester Isobutyl 2-(methylamino)benzoate",,,2009.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CNc1ccccc1C(=O)OCC(C)C
6658-48-6,p-Isobutyl-α-methyl hydrocinnamaldehyde,"p-Isobutyl-α-methyl hydro cinnamic aldehyde Benzenepropanal, α-methyl-4-(2-methylpropyl)- 3-(4-Isobutyl-phenyl)-2-methyl-propionaldehyde 2-Methyl-3-[4-(2-methylpropyl)phenyl]propanal 3-(p-Cumenyl)-2-methylpropionaldehyde Cyclamen homoaldehyde Rhodial (commercial name) Silvial (commercial name) Suzaral (commercial name)",0.99,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)Cc1ccc(CC(C)C=O)cc1
1335-66-6;1423-46-7;67634-07-5,Isocyclocitral,"1335-66-6: 1-Formyl-[2,4,6-]&[3,5,6-]trimethyl-3-cyclohexene [2,4,6-]&[3,5,6-]Trimethyl-3-cyclohexene-1-carboxaldehyde 1423-46-7: 3-Cyclohexene-1-carboxaldehyde, 2,4,6-trimethyl- Neocyclocitral 2,4,6-Trimethylcyclohex-3-enecarbaldehyde 2,4,6-Trimethyl-3-cyclohexenylcarboxaldehyde 2,4,6-Trimethyl-3-cyclohexene-1-carbaldehyde 67634-07-5: 3-Cyclohexene-1-carboxaldehyde, 3,5,6-trimethyl- 3,5,6-Trimethylcyclohex-3-ene-1-carbaldehyde",3.0,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1CC(=CC(C)C1C=O)C.CC2C=C(C)CC(C=O)C2C
68527-77-5,Isocyclogeraniol,"3-Cyclohexene-1-methanol, 2,4,6-trimethyl- 2,4,6-Trimethyl-3-cyclohexene-1-methanol",1.6,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1CC(=CC(C)C1CO)C
97-54-1;5932-68-3;8007-00-9;8007-80-5;8015-91-6;8024-43-9;8007-02-1;8008-45-5;8024-03-1;8024-05-3;8006-81-3;68952-44-3,Isoeugenol,"1-Hydroxy-2-methoxy-4-propen-1-ylbenzene 4-Hydroxy-3-methoxy-1-propen-1-ylbenzene 4-Hydroxy-3-methoxy-1-propenylbenzene iso-Eugenol 3-Methoxy-4-hydroxy-1-propen-1-ylbenzene 2-Methoxy-4-propenylphenol 2-Methoxy-4-(1-propenyl)phenol Phenol, 2-methoxy-4-(1-propenyl)- 4-Propenylguaiacol",0.11,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,COc1cc(\C=C\C)ccc1O
78-59-1;8022-19-3;8016-26-0,Isophorone,"2-Cyclohexen-1-one, 3,5,5-trimethyl- Isoacetophorone 3,5,5-Trimethyl-2-cyclohexen-1-one",,,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1=CC(=O)CC(C)(C)C1
5502-75-0;13828-37-0;13674-19-6,"cis,trans-4-(Isopropyl)cyclohexanemethanol","(4-propan-2-ylcyclohexyl)methanol 4-(1-methylethyl)-cyclohexanemethanol 4-Isopropylcyclohexylmethanol (4-Isopropylcyclohexyl)methanol Reaction mass of trans-4-(isopropyl)cyclohexanemethanol and cis-4- (isopropyl)cyclohexanemethanol cis-4-(Isopropyl)cyclohexanemethanol trans-4-(Isopropyl)cyclohexanemethanol Cyclohexanemethanol, 4-(1-methylethyl)-, cis Cyclohexanemethanol, 4-(1-methylethyl)-, trans p-Menthan-7-ol cis-p-Menthan-7-ol trans-p-Menthan-7-ol Mayol (commercial name) Meijiff (commercial name)",4.7,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)C1CCC(CO)CC1
34131-99-2,6-Isopropyl-2-decalol,"Decahydro-6-isopropyl-2-naphthol Decahydro-6-(1-methylethyl)-2-naphthalenol 6-Isopropyl-2-decahydronaphthalenol 6-Isopropyldecalol 2-Naphthalenol, decahydro-6-(1-methylethyl)- Decatol",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)C1CCC2CC(O)CCC2C1
536-60-7;8015-88-1;97676-19-2;8014-13-9,p-Isopropylbenzyl alcohol,"(4-Isopropylphenyl)methanol Benzenemethanol, 4-(1-methylethyl)- p-iso-Propylbenzyl alcohol p-Cymen-7-ol Cumin alcohol Cuminic alcohol Cuminol Cuminyl alcohol",2.5,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)c1ccc(CO)cc1
8022-96-6;8024-43-9;90045-94-6;84776-64-7,Jasmine absolute (grandiflorum),Jasmine absolute (Jasminum grandiflorum L.) Jasminum grandiflorum absolute Jasmin officinale var. grandiflorum,0.6,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
91770-14-8;1034798-23-6,Jasmine absolute (sambac),Jasmin sambac extract Jasminum sambac (L.) Aiton,3.8,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
8008-56-8;84929-31-7,Lemon oil cold pressed,Not applicable.,2.0,Phototoxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
8008-26-2;90063-52-8,Lime oil expressed,Not applicable.,0.7,Phototoxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
138-86-3;7705-14-8;5989-27-5;5989-54-8,Limonene,"p-Mentha-1,8-diene 1-methyl-4-prop-1-en-2-ylcyclohexene 1-Methyl-4-(1-methylethenyl)cyclohexene 1-Methyl-4-isopropenyl-1-cyclohexene 4-Isopropenyl-1-methylcyclohexene Cyclohexene, 1-methyl-4-(1-methylethenyl)- Dipentene",,Skin Sensitization,1995.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(=C)C1CCC(=CC1)C
78-70-6;126-90-9;126-91-0,Linalool,"78-70-6 (Linalool): 1,6-Octadien-3-ol, 3,7-dimethyl- 2,6-Dimethyl-2,7-octadien-6-ol 2,7-Octadien-6-ol, 2,6-dimethyl- 3,7-Dimethyl-1,6-octadien-3-ol 3,7-Dimethylocta-1,6-dien-3-ol Coriandrol Licareol Linalyl alcohol 126-90-9 (d-Linalool): (S)-3,7-Dimethyl-1,6-octadien-3-ol 1,6-Octadien-3-ol, 3,7-dimethyl-, (S)- 126-91-0 (l-Linalool): (R)-3,7-Dimethyl-1,6-octadien-3-ol 1,6-Octadien-3-ol, 3,7-dimethyl-, (R)-",,Skin Sensitization,2004.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)=CCCC(C)(O)C=C
475-20-7;16846-09-6;19067-29-9;8021-27-0;8015-64-3;85085-34-3;8023-85-6;68991-36-6;68990-83-0;8024-15-5;91745-97-0;8002-68-4;68855-99-2;90064-32-7;8000-26-8;8008-80-8;91770-69-3;8006-64-2,Longifolene,"4,8,8-Trimethyl-9-methylenedecahydro-1,4-methanoazulene 1,4-Methanoazulene, decahydro-4,8,8-trimethyl-9-methylene-) 1,4-Methanoazulene, decahydro-4,8,8-trimethyl-9-methylene-, [1S-(1α,3αβ,4α,8aβ)]- 1,4-Methanoazulene, decahydro-4,8,8-trimethyl-9-methylene-, (1R,3αS,4R,8αR)-",1.5,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1(C)CCCC2(C)C3CCC(C13)C2=C
85085-26-3,Massoia bark oil,"Cryptocarya massoio oil Cryptocarya massoy bark extract Cryptocarya massoy, ext. Massoia bark oil (Cryptocarya massoio)",,Skin Sensitization,2008.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
54814-64-1;51154-96-2,Massoia lactone,"2-Decen-1,5-lactone (-)-2-Decenoic acid, 5-hydroxy, δ-lactone (R)-5,6-Dihydro-6-pentyl-2H-pyran-2-one 5,6-Dihydro-6-pentyl-2H-pyran-2-one 5-Hydroxy-2-decenoic acid δ-lactone 2H-Pyran-2-one, 5,6-dihydro-6-pentyl-, (R)- Massoi lactone",,Skin Sensitization,2015.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCCCCC1CC=CC(=O)O1
8014-71-9;84082-61-1,Melissa oil (genuine Melissa officinalis L.),Balm oil (Melissa officinalis L.) Lemon balm oil Melissa officinalis leaf oil Melissa oil (Melissa officinalis L.) Oil of balm,0.6,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
68683-20-5,Menthadiene-7-methyl formate,"Cyclohexadiene-1-ethanol, 4-(1-methylethyl)-, formate Isobergamate 4-(Isopropyl)cyclohexadiene-1-ethyl formate 2-(4-Isopropylcyclohexadienyl)ethyl formate Menthadienyl formate 4-(1-Methylethyl)cyclohexadiene-1-ethyl formate",0.43,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)C1=CCC(=CC1)CCOC=O
86803-90-9,Methoxy dicyclopentadiene carboxaldehyde,"4,7-Methano-1H-indene-2-carboxaldehyde, octahydro-5-methoxy 8-Methoxytricyclo[5.2.2.1]decane-4-carboxaldehyde Scentenal (commercial name)",1.1,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,COC1CC2CC1C3CC(CC23)C=O
93-51-6,2-Methoxy-4-methylphenol,"Creosol p-Creosol p-Cresol, 2-methoxy- Homoguaiacol 1-Hydroxy-2-methoxy-4-methylbenzene 4-Hydroxy-3-methoxytoluene 2-Methoxy-p-cresol 3-Methoxy-4-hydroxytoluene 4-Methylguaiacol p-Methylguaiacol 4-Methyl-2-methoxyphenol Phenol, 2-methoxy-4-methyl- Valspice (commercial name)",0.047,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,COc1cc(C)ccc1O
2785-87-7;8001-88-5;8013-10-3,2-Methoxy-4-propylphenol,"Phenol, 2-methoxy-4-propyl- 4-Propyl-ortho-methoxyphenol 4-Propylguaicol 5-Propyl-ortho-hydroxyanisole Dihydroeugenol",0.73,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCCc1ccc(O)c(OC)c1
123-11-5;8007-70-3;8015-73-4;8023-82-3;84625-39-8;8006-84-6;68916-48-3;8031-03-6;68952-43-2;8024-06-4;953789-39-4,p-Methoxybenzaldehyde,"Anisaldehyde p-Anisaldehyde Anisic aldehyde Benzaldehyde, 4-methoxy 4-Methoxybenzaldehyde Aubepine P Cresol (commercial name) Aubepine liquid (commercial name)",0.21,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,COc1ccc(C=O)cc1
1504-74-1;8007-80-5;8015-91-6,o-Methoxycinnamaldehyde,"2'-Methoxycinnamaldehyde ortho-Methoxycinnamic aldehyde β-(o-Methoxyphenyl)acrolein 3-(2-Methoxyphenyl)acrylaldehyde 3-(o-Methoxyphenyl)-2-propenal 2-Propenal, 3-(2-methoxyphenyl)-",0.43,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,COc1ccccc1/C=C/C=O
531-59-9;8007-75-8;8022-15-9;8000-28-0;8008-56-8;8008-26-2;8016-88-4,7-Methoxycoumarin,"2H-1-Benzopyran-2-one, 7-methoxy- Herniarin",,Skin Sensitization,2008.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,COc1ccc2C=CC(=O)Oc2c1
